DATE,DAY,MONTH,QUARTER,YEAR,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF TRADES
07-May-25,Wednesday,May,Q2,2025,EQ,2315,2379.5,2315,2354,2349,2353.1,2352.03,3743.9,2025,1012640,2381761493,72371
06-May-25,Tuesday,May,Q2,2025,EQ,2454,2463.2,2343.5,2455.5,2350,2354,2393.88,3743.9,2025,1524692,3649927549,76489
05-May-25,Monday,May,Q2,2025,EQ,2312.6,2497,2297.8,2294.2,2465,2455.5,2437.24,3743.9,2025,4227194,10302695962,183049
02-May-25,Friday,May,Q2,2025,EQ,2349.9,2372.4,2289.4,2301.3,2290,2294.2,2324.92,3743.9,2025,1958739,4553908749,97216
30-Apr-25,Wednesday,April,Q2,2025,EQ,2331.4,2340,2285,2330.6,2290,2301.3,2313.67,3743.9,2025,837464,1937617333,52676
29-Apr-25,Tuesday,April,Q2,2025,EQ,2392,2400,2325.6,2369.8,2330.5,2330.6,2353.79,3743.9,2025,670730,1578759462,43294
28-Apr-25,Monday,April,Q2,2025,EQ,2346,2402,2337.6,2354.3,2369.1,2369.8,2373.3,3743.9,2025,681421,1617215137,48214
25-Apr-25,Friday,April,Q2,2025,EQ,2450.1,2459.5,2323.5,2442.5,2346,2354.3,2362.6,3743.9,2025,1414809,3342634532,82782
24-Apr-25,Thursday,April,Q2,2025,EQ,2450,2461.4,2425.1,2453.6,2441,2442.5,2441.63,3743.9,2025,596696,1456913025,45640
23-Apr-25,Wednesday,April,Q2,2025,EQ,2460,2473.8,2421.2,2445.5,2446,2453.6,2448.18,3743.9,2025,672262,1645817832,44335
22-Apr-25,Tuesday,April,Q2,2025,EQ,2458.9,2483.4,2441,2442.7,2442.9,2445.5,2462.49,3743.9,2025,766567,1887664919,45565
21-Apr-25,Monday,April,Q2,2025,EQ,2426.1,2464.9,2395.5,2418.1,2440,2442.7,2436.61,3743.9,2025,782559,1906793922,49163
17-Apr-25,Thursday,April,Q2,2025,EQ,2418,2448.6,2392,2415.6,2414.8,2418.1,2423.13,3743.9,2025,1054797,2555905276,65818
16-Apr-25,Wednesday,April,Q2,2025,EQ,2400,2428,2382.9,2418.2,2414.1,2415.6,2405.12,3743.9,2025,889949,2140433980,49754
15-Apr-25,Tuesday,April,Q2,2025,EQ,2375,2440,2359,2321.4,2415.9,2418.2,2410.05,3743.9,2025,1145125,2759803466,64533
11-Apr-25,Friday,April,Q2,2025,EQ,2303.05,2343.5,2281,2236.9,2318.75,2321.4,2317.43,3743.9,2025,981463,2274474105,61931
09-Apr-25,Wednesday,April,Q2,2025,EQ,2265.7,2279.55,2215.2,2285.7,2243.45,2236.9,2239.69,3743.9,2025,1001633,2243351291,56281
08-Apr-25,Tuesday,April,Q2,2025,EQ,2270,2301,2225,2212.7,2288.95,2285.7,2273.41,3743.9,2025,1224362,2783476132,61791
07-Apr-25,Monday,April,Q2,2025,EQ,2150.05,2239,2145,2334.65,2222.9,2212.7,2195.57,3743.9,2025,1567177,3440840019,91075
04-Apr-25,Friday,April,Q2,2025,EQ,2394.95,2410.05,2315.5,2410.8,2336.3,2334.65,2344.17,3743.9,2025,1219733,2859260997,68843
03-Apr-25,Thursday,April,Q2,2025,EQ,2339.75,2429.9,2339.7,2369.4,2414,2410.8,2403.94,3743.9,2025,1023200,2459714750,59356
02-Apr-25,Wednesday,April,Q2,2025,EQ,2339.75,2378.85,2314.55,2335.25,2369,2369.4,2352.69,3743.9,2025,573928,1350273184,44789
01-Apr-25,Tuesday,April,Q2,2025,EQ,2312,2358.95,2301,2315.8,2340,2335.25,2335.05,3743.9,2025,501942,1172061739,38905
28-Mar-25,Friday,March,Q1,2025,EQ,2376,2386.95,2293.7,2363.35,2316.65,2315.8,2330.66,3743.9,2025,1838836,4285704794,70667
27-Mar-25,Thursday,March,Q1,2025,EQ,2310,2373.9,2291.6,2312.6,2363,2363.35,2332.26,3743.9,2025,1696042,3955617248,81185
26-Mar-25,Wednesday,March,Q1,2025,EQ,2324.9,2359.85,2308.05,2320.35,2314,2312.6,2332.77,3743.9,2025,1078870,2516760396,58779
25-Mar-25,Tuesday,March,Q1,2025,EQ,2385,2387.65,2315.1,2368.7,2319.5,2320.35,2339.21,3743.9,2025,763065,1784970697,46534
24-Mar-25,Monday,March,Q1,2025,EQ,2370,2395,2361.1,2362.8,2370,2368.7,2376.2,3743.9,2025,1010184,2400395656,39593
21-Mar-25,Friday,March,Q1,2025,EQ,2343.8,2389.55,2338,2339.3,2365,2362.8,2365.79,3743.9,2025,1101418,2605722416,55299
20-Mar-25,Thursday,March,Q1,2025,EQ,2348,2348,2299,2318.65,2338.05,2339.3,2330.01,3743.9,2025,2587051,6027857218,55254
19-Mar-25,Wednesday,March,Q1,2025,EQ,2319.95,2342,2311.05,2308.5,2316.9,2318.65,2324.68,3743.9,2025,1030345,2395219526,42002
18-Mar-25,Tuesday,March,Q1,2025,EQ,2274,2314.2,2259.75,2252.7,2304.55,2308.5,2291.19,3743.9,2025,878007,2011678786,47968
17-Mar-25,Monday,March,Q1,2025,EQ,2200,2286.9,2198,2221.1,2251,2252.7,2255.72,3743.9,2025,927737,2092713952,52613
13-Mar-25,Thursday,March,Q1,2025,EQ,2249,2273,2215.6,2241.8,2222.45,2221.1,2237.9,3743.9,2025,750310,1679115282,52311
12-Mar-25,Wednesday,March,Q1,2025,EQ,2270,2280,2180.95,2250.6,2236,2241.8,2230.69,3743.9,2025,1049076,2340166134,56794
11-Mar-25,Tuesday,March,Q1,2025,EQ,2223.15,2267.85,2208.3,2228.3,2252.65,2250.6,2251.19,3743.9,2025,947079,2132056208,54661
10-Mar-25,Monday,March,Q1,2025,EQ,2245,2288,2220,2247.5,2224.4,2228.3,2258.17,3743.9,2025,940113,2122933083,57381
07-Mar-25,Friday,March,Q1,2025,EQ,2249.95,2267.65,2227,2252.85,2249.5,2247.5,2247.94,3743.9,2025,818806,1840625572,44934
06-Mar-25,Thursday,March,Q1,2025,EQ,2260,2268.9,2226.15,2245.85,2251,2252.85,2250.92,3743.9,2025,890270,2003926698,81763
05-Mar-25,Wednesday,March,Q1,2025,EQ,2153.95,2258.4,2148.05,2144.8,2242,2245.85,2219.6,3743.9,2025,1370106,3041080723,81480
04-Mar-25,Tuesday,March,Q1,2025,EQ,2085.1,2154,2080,2117.1,2147.6,2144.8,2133.91,3743.9,2025,852978,1820174527,56864
03-Mar-25,Monday,March,Q1,2025,EQ,2109,2127.25,2026.55,2096,2122,2117.1,2078.96,3743.9,2025,1592611,3310969100,105782
28-Feb-25,Friday,February,Q1,2025,EQ,2107,2111.35,2072,2110.95,2097.55,2096,2093.84,3743.9,2025,2373922,4970620201,99109
27-Feb-25,Thursday,February,Q1,2025,EQ,2143.75,2149.1,2102.5,2129.85,2108,2110.95,2122.6,3743.9,2025,941950,1999378621,63169
25-Feb-25,Tuesday,February,Q1,2025,EQ,2115.15,2158.3,2102,2115.15,2130,2129.85,2137.55,3743.9,2025,802131,1714598344,56102
24-Feb-25,Monday,February,Q1,2025,EQ,2128.95,2138.5,2096.7,2133.1,2114.9,2115.15,2116.22,3743.9,2025,1032294,2184557734,73399
21-Feb-25,Friday,February,Q1,2025,EQ,2190.45,2199.6,2116.85,2179,2125,2133.1,2152.24,3743.9,2025,1540308,3315117241,85375
20-Feb-25,Thursday,February,Q1,2025,EQ,2180.8,2216.35,2156.8,2180.8,2178,2179,2187.58,3743.9,2025,1086670,2377174268,74127
19-Feb-25,Wednesday,February,Q1,2025,EQ,2166,2219.4,2127,2220.3,2177,2180.8,2187.51,3743.9,2025,1203163,2631929703,77627
18-Feb-25,Tuesday,February,Q1,2025,EQ,2240,2240,2166.05,2223.7,2213.05,2220.3,2199.31,3743.9,2025,1138090,2503016206,75933
17-Feb-25,Monday,February,Q1,2025,EQ,2152.65,2240.4,2110.65,2152.65,2237.3,2223.7,2180.52,3743.9,2025,1400160,3053075122,101955
14-Feb-25,Friday,February,Q1,2025,EQ,2245.7,2249.3,2124.55,2244.7,2149,2152.65,2173.43,3743.9,2025,2550043,5542334588,151036
13-Feb-25,Thursday,February,Q1,2025,EQ,2354,2372.75,2233.4,2353.45,2237.45,2244.7,2296.2,3743.9,2025,2551940,5859773361,133317
12-Feb-25,Wednesday,February,Q1,2025,EQ,2325,2378.45,2281,2321.75,2357,2353.45,2330.04,3743.9,2025,1933098,4504188677,117486
11-Feb-25,Tuesday,February,Q1,2025,EQ,2312,2397,2306,2290.8,2321,2321.75,2356.84,3743.9,2025,4895456,11537830169,217468
10-Feb-25,Monday,February,Q1,2025,EQ,2350,2350.95,2280.1,2338.8,2287,2290.8,2299.96,3743.9,2025,739708,1701300256,48267
07-Feb-25,Friday,February,Q1,2025,EQ,2312.45,2374.9,2307.35,2312.45,2340,2338.8,2340.71,3743.9,2025,892900,2090022373,65292
06-Feb-25,Thursday,February,Q1,2025,EQ,2340,2340,2298.2,2324.6,2309,2312.45,2313.94,3743.9,2025,680544,1574735886,56800
05-Feb-25,Wednesday,February,Q1,2025,EQ,2314.95,2349.4,2309.05,2301.5,2326.8,2324.6,2325.6,3743.9,2025,560940,1304521650,43537
04-Feb-25,Tuesday,February,Q1,2025,EQ,2278.9,2312,2267.55,2261.85,2303.25,2301.5,2295.26,3743.9,2025,691187,1586456760,55343
03-Feb-25,Monday,February,Q1,2025,EQ,2266.75,2279,2213.9,2270,2266.9,2261.85,2247.6,3743.9,2025,824942,1854142528,63131
01-Feb-25,Saturday,February,Q1,2025,EQ,2297,2351.45,2237.55,2287.8,2269.95,2270,2290.99,3743.9,2025,987362,2262038364,60333
31-Jan-25,Friday,January,Q1,2025,EQ,2238.85,2314.95,2213.75,2252.6,2297,2287.8,2280.98,3743.9,2025,2013345,4592396053,96876
30-Jan-25,Thursday,January,Q1,2025,EQ,2325,2351.5,2201.3,2318.6,2247.9,2252.6,2267.93,3743.9,2025,2601625,5900314531,146148
